plan_id,plan_name,monthly_fee,data_limit_gb
107756,Plan_7756,50,50
107757,Plan_7757,50,10
107758,Plan_7758,10,5
107759,Plan_7759,20,5
107760,Plan_7760,30,20
107761,Plan_7761,40,20
107762,Plan_7762,30,50
107763,Plan_7763,20,10
107764,Plan_7764,40,20
107765,Plan_7765,40,100
107766,Plan_7766,30,5
107767,Plan_7767,40,20
107768,Plan_7768,10,10
107769,Plan_7769,20,50
107770,Plan_7770,30,20
107771,Plan_7771,50,100
107772,Plan_7772,50,100
107773,Plan_7773,40,5
107774,Plan_7774,50,10
107775,Plan_7775,20,100
107776,Plan_7776,10,10
107777,Plan_7777,40,100
107778,Plan_7778,30,5
107779,Plan_7779,20,50
107780,Plan_7780,30,5
107781,Plan_7781,10,50
107782,Plan_7782,10,10
107783,Plan_7783,20,50
107784,Plan_7784,40,20
107785,Plan_7785,20,5
107786,Plan_7786,50,5
107787,Plan_7787,30,50
107788,Plan_7788,40,10
107789,Plan_7789,10,5
107790,Plan_7790,10,5
107791,Plan_7791,50,100
107792,Plan_7792,40,20
107793,Plan_7793,30,50
107794,Plan_7794,10,10
107795,Plan_7795,30,10
107796,Plan_7796,40,5
107797,Plan_7797,40,20
107798,Plan_7798,10,5
107799,Plan_7799,30,50
107800,Plan_7800,30,100
107801,Plan_7801,40,50
107802,Plan_7802,50,20
107803,Plan_7803,50,50
107804,Plan_7804,50,100
107805,Plan_7805,50,20
107806,Plan_7806,50,20
107807,Plan_7807,50,5
107808,Plan_7808,40,5
107809,Plan_7809,20,50
107810,Plan_7810,10,5
107811,Plan_7811,10,50
107812,Plan_7812,40,5
107813,Plan_7813,10,50
107814,Plan_7814,40,10
107815,Plan_7815,40,20
107816,Plan_7816,50,20
107817,Plan_7817,50,10
107818,Plan_7818,20,5
107819,Plan_7819,40,100
107820,Plan_7820,10,5
107821,Plan_7821,10,50
107822,Plan_7822,10,100
107823,Plan_7823,40,5
107824,Plan_7824,10,20
107825,Plan_7825,50,5
107826,Plan_7826,20,5
107827,Plan_7827,30,20
107828,Plan_7828,30,5
107829,Plan_7829,30,20
107830,Plan_7830,50,50
107831,Plan_7831,40,20
107832,Plan_7832,20,10
107833,Plan_7833,20,100
107834,Plan_7834,30,100
107835,Plan_7835,40,20
107836,Plan_7836,30,10
107837,Plan_7837,20,100
107838,Plan_7838,10,50
107839,Plan_7839,10,10
107840,Plan_7840,20,20
107841,Plan_7841,20,5
107842,Plan_7842,10,20
107843,Plan_7843,50,100
107844,Plan_7844,50,10
107845,Plan_7845,40,50
107846,Plan_7846,30,10
107847,Plan_7847,40,5
107848,Plan_7848,50,50
107849,Plan_7849,40,10
107850,Plan_7850,10,50
107851,Plan_7851,20,100
107852,Plan_7852,30,50
107853,Plan_7853,20,20
107854,Plan_7854,50,50
107855,Plan_7855,20,10
107856,Plan_7856,50,20
107857,Plan_7857,50,50
107858,Plan_7858,30,10
107859,Plan_7859,50,10
107860,Plan_7860,40,50
107861,Plan_7861,50,50
107862,Plan_7862,10,20
107863,Plan_7863,10,10
107864,Plan_7864,30,100
107865,Plan_7865,20,5
107866,Plan_7866,40,100
107867,Plan_7867,40,50
107868,Plan_7868,10,50
107869,Plan_7869,10,20
107870,Plan_7870,30,100
107871,Plan_7871,10,50
107872,Plan_7872,20,20
107873,Plan_7873,40,100
107874,Plan_7874,20,5
107875,Plan_7875,10,50
107876,Plan_7876,20,20
107877,Plan_7877,10,50
107878,Plan_7878,50,100
107879,Plan_7879,50,10
107880,Plan_7880,30,20
107881,Plan_7881,40,20
107882,Plan_7882,40,10
107883,Plan_7883,50,100
107884,Plan_7884,50,50
107885,Plan_7885,10,5
107886,Plan_7886,30,20
107887,Plan_7887,30,50
107888,Plan_7888,10,10
107889,Plan_7889,50,10
107890,Plan_7890,30,10
107891,Plan_7891,40,5
107892,Plan_7892,50,50
107893,Plan_7893,40,100
107894,Plan_7894,20,20
107895,Plan_7895,30,10
107896,Plan_7896,50,5
107897,Plan_7897,30,5
107898,Plan_7898,50,10
107899,Plan_7899,40,5
107900,Plan_7900,10,5
107901,Plan_7901,10,5
107902,Plan_7902,10,5
107903,Plan_7903,30,50
107904,Plan_7904,10,50
107905,Plan_7905,10,100
107906,Plan_7906,40,10
107907,Plan_7907,50,20
107908,Plan_7908,30,100
107909,Plan_7909,50,5
107910,Plan_7910,20,5
107911,Plan_7911,20,5
107912,Plan_7912,10,100
107913,Plan_7913,50,10
107914,Plan_7914,20,100
107915,Plan_7915,30,50
107916,Plan_7916,50,100
107917,Plan_7917,10,100
107918,Plan_7918,40,50
107919,Plan_7919,20,10
107920,Plan_7920,20,5
107921,Plan_7921,10,20
107922,Plan_7922,30,100
107923,Plan_7923,10,50
107924,Plan_7924,40,10
107925,Plan_7925,40,20
107926,Plan_7926,30,50
107927,Plan_7927,10,100
107928,Plan_7928,20,10
107929,Plan_7929,10,100
107930,Plan_7930,50,10
107931,Plan_7931,20,5
107932,Plan_7932,40,10
107933,Plan_7933,10,100
107934,Plan_7934,40,20
107935,Plan_7935,10,50
107936,Plan_7936,40,5
107937,Plan_7937,20,5
107938,Plan_7938,20,10
107939,Plan_7939,40,20
107940,Plan_7940,10,50
107941,Plan_7941,50,10
107942,Plan_7942,40,100
107943,Plan_7943,20,20
107944,Plan_7944,50,100
107945,Plan_7945,10,50
107946,Plan_7946,40,50
107947,Plan_7947,30,5
107948,Plan_7948,20,10
107949,Plan_7949,20,100
107950,Plan_7950,10,100
107951,Plan_7951,20,10
107952,Plan_7952,30,10
107953,Plan_7953,50,10
107954,Plan_7954,40,50
107955,Plan_7955,10,10
107956,Plan_7956,40,100
107957,Plan_7957,20,50
107958,Plan_7958,50,20
107959,Plan_7959,50,100
107960,Plan_7960,50,20
107961,Plan_7961,20,10
107962,Plan_7962,30,10
107963,Plan_7963,50,50
107964,Plan_7964,30,20
107965,Plan_7965,30,100
107966,Plan_7966,30,10
107967,Plan_7967,40,100
107968,Plan_7968,40,100
107969,Plan_7969,10,5
107970,Plan_7970,10,20
107971,Plan_7971,20,10
107972,Plan_7972,10,50
107973,Plan_7973,30,5
107974,Plan_7974,50,100
107975,Plan_7975,10,20
107976,Plan_7976,50,50
107977,Plan_7977,40,5
107978,Plan_7978,30,20
107979,Plan_7979,30,100
107980,Plan_7980,10,50
107981,Plan_7981,20,50
107982,Plan_7982,50,50
107983,Plan_7983,50,5
107984,Plan_7984,20,20
107985,Plan_7985,50,5
107986,Plan_7986,20,5
107987,Plan_7987,30,50
107988,Plan_7988,20,50
107989,Plan_7989,20,5
107990,Plan_7990,40,10
107991,Plan_7991,40,50
107992,Plan_7992,10,10
107993,Plan_7993,20,10
107994,Plan_7994,30,100
107995,Plan_7995,30,5
107996,Plan_7996,50,5
107997,Plan_7997,20,100
107998,Plan_7998,30,20
107999,Plan_7999,50,100
108000,Plan_8000,50,50
108001,Plan_8001,40,10
108002,Plan_8002,40,100
108003,Plan_8003,20,100
108004,Plan_8004,30,50
108005,Plan_8005,50,20
108006,Plan_8006,30,5
108007,Plan_8007,50,10
108008,Plan_8008,30,50
108009,Plan_8009,30,5
108010,Plan_8010,10,5
108011,Plan_8011,40,10
108012,Plan_8012,40,50
108013,Plan_8013,10,10
108014,Plan_8014,50,50
108015,Plan_8015,20,20
108016,Plan_8016,40,50
108017,Plan_8017,40,5
108018,Plan_8018,10,10
108019,Plan_8019,30,100
108020,Plan_8020,30,10
108021,Plan_8021,20,10
108022,Plan_8022,10,5
108023,Plan_8023,50,5
108024,Plan_8024,30,50
108025,Plan_8025,20,5
108026,Plan_8026,50,10
108027,Plan_8027,50,10
108028,Plan_8028,30,100
108029,Plan_8029,20,100
108030,Plan_8030,40,10
108031,Plan_8031,20,5
108032,Plan_8032,10,50
108033,Plan_8033,50,100
108034,Plan_8034,20,5
108035,Plan_8035,20,50
108036,Plan_8036,20,50
108037,Plan_8037,30,20
108038,Plan_8038,50,20
108039,Plan_8039,20,10
108040,Plan_8040,10,50
108041,Plan_8041,20,5
108042,Plan_8042,10,100
108043,Plan_8043,40,5
108044,Plan_8044,50,20
108045,Plan_8045,20,100
108046,Plan_8046,40,20
108047,Plan_8047,10,50
108048,Plan_8048,20,50
108049,Plan_8049,50,50
108050,Plan_8050,20,50
108051,Plan_8051,30,5
108052,Plan_8052,20,100
108053,Plan_8053,30,20
108054,Plan_8054,30,5
108055,Plan_8055,10,5
108056,Plan_8056,30,5
108057,Plan_8057,10,100
108058,Plan_8058,10,100
108059,Plan_8059,30,100
108060,Plan_8060,30,10
108061,Plan_8061,20,50
108062,Plan_8062,20,10
108063,Plan_8063,10,5
108064,Plan_8064,20,50
108065,Plan_8065,10,50
108066,Plan_8066,20,10
108067,Plan_8067,20,20
108068,Plan_8068,10,10
108069,Plan_8069,50,10
108070,Plan_8070,10,10
108071,Plan_8071,30,10
108072,Plan_8072,30,10
108073,Plan_8073,40,20
108074,Plan_8074,20,100
108075,Plan_8075,10,50
108076,Plan_8076,50,10
108077,Plan_8077,50,5
108078,Plan_8078,50,5
108079,Plan_8079,40,50
108080,Plan_8080,20,5
108081,Plan_8081,40,50
108082,Plan_8082,50,50
108083,Plan_8083,50,50
108084,Plan_8084,30,5
108085,Plan_8085,20,10
108086,Plan_8086,10,20
108087,Plan_8087,30,20
108088,Plan_8088,30,5
108089,Plan_8089,10,50
108090,Plan_8090,10,50
108091,Plan_8091,40,20
108092,Plan_8092,50,50
108093,Plan_8093,10,5
108094,Plan_8094,50,20
108095,Plan_8095,30,20
108096,Plan_8096,50,5
108097,Plan_8097,10,20
108098,Plan_8098,10,50
108099,Plan_8099,40,20
108100,Plan_8100,20,100
108101,Plan_8101,40,10
108102,Plan_8102,50,5
108103,Plan_8103,50,10
108104,Plan_8104,30,5
108105,Plan_8105,10,20
108106,Plan_8106,10,20
108107,Plan_8107,10,100
108108,Plan_8108,40,100
108109,Plan_8109,50,50
108110,Plan_8110,10,10
108111,Plan_8111,10,20
108112,Plan_8112,20,20
108113,Plan_8113,30,10
108114,Plan_8114,20,10
108115,Plan_8115,20,100
108116,Plan_8116,10,20
108117,Plan_8117,50,100
108118,Plan_8118,20,50
108119,Plan_8119,40,20
108120,Plan_8120,20,20
108121,Plan_8121,30,5
108122,Plan_8122,30,50
108123,Plan_8123,40,10
108124,Plan_8124,30,10
108125,Plan_8125,50,20
108126,Plan_8126,10,5
108127,Plan_8127,10,5
108128,Plan_8128,30,10
108129,Plan_8129,30,20
108130,Plan_8130,50,50
108131,Plan_8131,20,50
108132,Plan_8132,40,100
108133,Plan_8133,50,100
108134,Plan_8134,20,50
108135,Plan_8135,10,10
108136,Plan_8136,10,50
108137,Plan_8137,30,100
108138,Plan_8138,50,5
108139,Plan_8139,20,5
108140,Plan_8140,30,20
108141,Plan_8141,50,100
108142,Plan_8142,10,100
108143,Plan_8143,40,5
108144,Plan_8144,50,50
108145,Plan_8145,10,20
108146,Plan_8146,20,10
108147,Plan_8147,50,10
108148,Plan_8148,30,20
108149,Plan_8149,30,20
108150,Plan_8150,50,10
108151,Plan_8151,10,20
108152,Plan_8152,30,100
108153,Plan_8153,40,50
108154,Plan_8154,30,50
108155,Plan_8155,40,100
108156,Plan_8156,50,5
108157,Plan_8157,10,10
108158,Plan_8158,40,100
108159,Plan_8159,50,10
108160,Plan_8160,10,20
108161,Plan_8161,30,50
108162,Plan_8162,40,10
108163,Plan_8163,40,20
108164,Plan_8164,30,5
108165,Plan_8165,10,50
108166,Plan_8166,10,100
108167,Plan_8167,50,20
108168,Plan_8168,50,100
108169,Plan_8169,40,5
108170,Plan_8170,10,20
108171,Plan_8171,20,10
108172,Plan_8172,10,10
108173,Plan_8173,20,50
108174,Plan_8174,50,100
108175,Plan_8175,40,5
108176,Plan_8176,10,100
108177,Plan_8177,20,20
108178,Plan_8178,40,50
108179,Plan_8179,10,10
108180,Plan_8180,50,100
108181,Plan_8181,50,100
108182,Plan_8182,50,10
108183,Plan_8183,10,50
108184,Plan_8184,30,50
108185,Plan_8185,10,5
108186,Plan_8186,20,100
108187,Plan_8187,50,50
108188,Plan_8188,50,100
108189,Plan_8189,20,50
108190,Plan_8190,10,20
108191,Plan_8191,40,5
108192,Plan_8192,20,10
108193,Plan_8193,50,50
108194,Plan_8194,50,100
108195,Plan_8195,30,10
108196,Plan_8196,50,20
108197,Plan_8197,50,100
108198,Plan_8198,50,50
108199,Plan_8199,50,5
108200,Plan_8200,50,20
108201,Plan_8201,20,100
108202,Plan_8202,40,50
108203,Plan_8203,20,5
108204,Plan_8204,50,5
108205,Plan_8205,10,50
108206,Plan_8206,20,50
108207,Plan_8207,50,20
108208,Plan_8208,50,100
108209,Plan_8209,50,20
108210,Plan_8210,30,20
108211,Plan_8211,40,20
108212,Plan_8212,30,20
108213,Plan_8213,10,5
108214,Plan_8214,40,50
108215,Plan_8215,50,10
108216,Plan_8216,40,10
108217,Plan_8217,40,20
108218,Plan_8218,30,10
108219,Plan_8219,30,50
108220,Plan_8220,30,100
108221,Plan_8221,10,50
108222,Plan_8222,10,20
108223,Plan_8223,20,20
108224,Plan_8224,50,100
108225,Plan_8225,20,100
108226,Plan_8226,50,20
108227,Plan_8227,50,5
108228,Plan_8228,40,100
108229,Plan_8229,50,50
108230,Plan_8230,30,100
108231,Plan_8231,30,50
108232,Plan_8232,50,10
108233,Plan_8233,40,20
108234,Plan_8234,40,100
108235,Plan_8235,10,50
108236,Plan_8236,40,100
108237,Plan_8237,30,10
108238,Plan_8238,30,5
108239,Plan_8239,40,10
108240,Plan_8240,10,50
108241,Plan_8241,10,50
108242,Plan_8242,40,50
108243,Plan_8243,10,10
108244,Plan_8244,30,5
108245,Plan_8245,10,50
108246,Plan_8246,50,100
108247,Plan_8247,20,50
108248,Plan_8248,50,10
108249,Plan_8249,20,10
108250,Plan_8250,20,100
108251,Plan_8251,30,20
108252,Plan_8252,10,10
108253,Plan_8253,20,50
108254,Plan_8254,50,100
108255,Plan_8255,50,20
108256,Plan_8256,20,100
108257,Plan_8257,30,5
108258,Plan_8258,20,10
108259,Plan_8259,10,10
108260,Plan_8260,40,20
108261,Plan_8261,20,10
108262,Plan_8262,40,10
108263,Plan_8263,30,20
108264,Plan_8264,10,20
108265,Plan_8265,50,50
108266,Plan_8266,20,20
108267,Plan_8267,50,5
108268,Plan_8268,20,10
108269,Plan_8269,20,10
108270,Plan_8270,30,50
108271,Plan_8271,40,5
108272,Plan_8272,30,50
108273,Plan_8273,50,20
108274,Plan_8274,10,100
108275,Plan_8275,20,20
108276,Plan_8276,30,20
108277,Plan_8277,30,50
108278,Plan_8278,10,10
108279,Plan_8279,10,5
108280,Plan_8280,40,5
108281,Plan_8281,40,20
108282,Plan_8282,10,10
108283,Plan_8283,40,20
108284,Plan_8284,30,20
108285,Plan_8285,50,20
108286,Plan_8286,40,50
108287,Plan_8287,10,10
108288,Plan_8288,10,100
108289,Plan_8289,50,10
108290,Plan_8290,50,5
108291,Plan_8291,20,50
108292,Plan_8292,10,50
108293,Plan_8293,30,5
108294,Plan_8294,40,50
108295,Plan_8295,10,10
108296,Plan_8296,20,10
108297,Plan_8297,50,10
108298,Plan_8298,10,20
108299,Plan_8299,40,20
108300,Plan_8300,30,50
108301,Plan_8301,50,20
108302,Plan_8302,20,5
108303,Plan_8303,30,20
108304,Plan_8304,30,20
108305,Plan_8305,30,100
108306,Plan_8306,30,5
108307,Plan_8307,20,50
108308,Plan_8308,20,20
108309,Plan_8309,40,5
108310,Plan_8310,40,50
108311,Plan_8311,40,100
108312,Plan_8312,50,20
108313,Plan_8313,20,10
108314,Plan_8314,20,50
108315,Plan_8315,40,10
108316,Plan_8316,50,100
108317,Plan_8317,10,20
108318,Plan_8318,40,5
108319,Plan_8319,10,100
108320,Plan_8320,20,10
108321,Plan_8321,40,100
108322,Plan_8322,40,10
108323,Plan_8323,40,100
108324,Plan_8324,10,10
108325,Plan_8325,20,10
108326,Plan_8326,10,100
108327,Plan_8327,40,20
108328,Plan_8328,30,5
108329,Plan_8329,40,5
108330,Plan_8330,40,100
108331,Plan_8331,10,50
108332,Plan_8332,40,5
108333,Plan_8333,10,20
108334,Plan_8334,10,10
108335,Plan_8335,10,5
108336,Plan_8336,20,100
108337,Plan_8337,20,20
108338,Plan_8338,30,100
108339,Plan_8339,10,50
108340,Plan_8340,40,100
108341,Plan_8341,40,10
108342,Plan_8342,10,50
108343,Plan_8343,20,5
108344,Plan_8344,50,10
108345,Plan_8345,20,10
108346,Plan_8346,50,5
108347,Plan_8347,50,10
108348,Plan_8348,50,50
108349,Plan_8349,50,10
108350,Plan_8350,10,5
108351,Plan_8351,30,10
108352,Plan_8352,10,50
108353,Plan_8353,10,10
108354,Plan_8354,20,50
108355,Plan_8355,10,5
108356,Plan_8356,50,10
108357,Plan_8357,20,100
108358,Plan_8358,20,50
108359,Plan_8359,40,20
108360,Plan_8360,20,50
108361,Plan_8361,10,20
108362,Plan_8362,30,100
108363,Plan_8363,50,20
108364,Plan_8364,40,100
108365,Plan_8365,50,50
108366,Plan_8366,20,100
108367,Plan_8367,20,5
108368,Plan_8368,40,10
108369,Plan_8369,20,10
108370,Plan_8370,50,5
108371,Plan_8371,10,10
108372,Plan_8372,40,100
108373,Plan_8373,50,5
108374,Plan_8374,30,20
108375,Plan_8375,40,50
108376,Plan_8376,30,100
108377,Plan_8377,50,20
108378,Plan_8378,20,20
108379,Plan_8379,40,50
108380,Plan_8380,10,100
108381,Plan_8381,40,5
108382,Plan_8382,40,20
108383,Plan_8383,40,10
108384,Plan_8384,30,20
108385,Plan_8385,20,20
108386,Plan_8386,40,10
108387,Plan_8387,40,100
108388,Plan_8388,40,20
108389,Plan_8389,40,50
108390,Plan_8390,50,100
108391,Plan_8391,30,5
108392,Plan_8392,40,5
108393,Plan_8393,50,20
108394,Plan_8394,40,20
108395,Plan_8395,40,50
108396,Plan_8396,40,5
108397,Plan_8397,40,5
108398,Plan_8398,20,100
108399,Plan_8399,50,100
108400,Plan_8400,50,50
108401,Plan_8401,20,100
108402,Plan_8402,30,10
108403,Plan_8403,40,100
108404,Plan_8404,10,100
108405,Plan_8405,20,100
108406,Plan_8406,20,50
108407,Plan_8407,10,50
108408,Plan_8408,30,5
108409,Plan_8409,40,5
108410,Plan_8410,10,20
108411,Plan_8411,20,50
108412,Plan_8412,10,100
108413,Plan_8413,40,5
108414,Plan_8414,30,50
108415,Plan_8415,40,100
108416,Plan_8416,50,5
108417,Plan_8417,20,5
108418,Plan_8418,40,50
108419,Plan_8419,30,50
108420,Plan_8420,50,20
108421,Plan_8421,10,10
108422,Plan_8422,40,100
108423,Plan_8423,50,10
108424,Plan_8424,10,10
108425,Plan_8425,30,10
108426,Plan_8426,50,20
108427,Plan_8427,20,20
108428,Plan_8428,30,5
108429,Plan_8429,40,5
108430,Plan_8430,10,100
108431,Plan_8431,50,5
108432,Plan_8432,50,100
108433,Plan_8433,30,100
108434,Plan_8434,10,100
108435,Plan_8435,40,5
108436,Plan_8436,10,50
108437,Plan_8437,10,100
108438,Plan_8438,40,50
108439,Plan_8439,10,20
108440,Plan_8440,20,5
108441,Plan_8441,40,50
108442,Plan_8442,10,5
108443,Plan_8443,40,20
108444,Plan_8444,10,20
108445,Plan_8445,20,10
108446,Plan_8446,40,100
108447,Plan_8447,50,20
108448,Plan_8448,40,100
108449,Plan_8449,40,50
108450,Plan_8450,20,20
108451,Plan_8451,40,5
108452,Plan_8452,10,20
108453,Plan_8453,10,5
108454,Plan_8454,10,100
108455,Plan_8455,10,5
108456,Plan_8456,40,5
108457,Plan_8457,10,50
108458,Plan_8458,50,20
108459,Plan_8459,10,10
108460,Plan_8460,10,20
108461,Plan_8461,10,10
108462,Plan_8462,30,20
108463,Plan_8463,50,50
108464,Plan_8464,20,10
108465,Plan_8465,50,10
108466,Plan_8466,10,5
108467,Plan_8467,10,10
108468,Plan_8468,50,50
108469,Plan_8469,30,100
108470,Plan_8470,50,50
108471,Plan_8471,30,50
108472,Plan_8472,30,10
108473,Plan_8473,50,50
108474,Plan_8474,30,100
108475,Plan_8475,40,20
108476,Plan_8476,30,10
108477,Plan_8477,30,10
108478,Plan_8478,40,100
108479,Plan_8479,30,10
108480,Plan_8480,10,20
108481,Plan_8481,10,50
108482,Plan_8482,30,5
108483,Plan_8483,30,10
108484,Plan_8484,40,20
108485,Plan_8485,10,20
108486,Plan_8486,10,10
108487,Plan_8487,20,50
108488,Plan_8488,50,10
108489,Plan_8489,40,50
108490,Plan_8490,40,100
108491,Plan_8491,50,50
108492,Plan_8492,40,100
108493,Plan_8493,10,50
108494,Plan_8494,10,100
108495,Plan_8495,30,20
108496,Plan_8496,40,5
108497,Plan_8497,40,20
108498,Plan_8498,50,5
108499,Plan_8499,30,100
108500,Plan_8500,30,100
108501,Plan_8501,40,100
108502,Plan_8502,50,5
108503,Plan_8503,30,20
108504,Plan_8504,50,100
108505,Plan_8505,10,100
108506,Plan_8506,10,10
108507,Plan_8507,30,100
108508,Plan_8508,40,10
108509,Plan_8509,30,5
108510,Plan_8510,30,50
108511,Plan_8511,30,20
108512,Plan_8512,30,5
108513,Plan_8513,50,100
108514,Plan_8514,50,100
108515,Plan_8515,40,10
108516,Plan_8516,20,20
108517,Plan_8517,30,10
108518,Plan_8518,30,10
108519,Plan_8519,40,100
108520,Plan_8520,10,5
108521,Plan_8521,10,5
108522,Plan_8522,10,100
108523,Plan_8523,30,5
108524,Plan_8524,50,20
108525,Plan_8525,40,50
108526,Plan_8526,50,100
108527,Plan_8527,50,20
108528,Plan_8528,50,10
108529,Plan_8529,20,5
108530,Plan_8530,20,20
108531,Plan_8531,50,50
108532,Plan_8532,10,100
108533,Plan_8533,20,5
108534,Plan_8534,40,10
108535,Plan_8535,30,100
108536,Plan_8536,10,5
108537,Plan_8537,20,10
108538,Plan_8538,40,20
108539,Plan_8539,20,20
108540,Plan_8540,50,50
108541,Plan_8541,20,5
108542,Plan_8542,30,20
108543,Plan_8543,30,100
108544,Plan_8544,20,100
108545,Plan_8545,50,50
108546,Plan_8546,50,5
108547,Plan_8547,50,10
108548,Plan_8548,10,20
108549,Plan_8549,40,20
108550,Plan_8550,50,100
108551,Plan_8551,30,50
108552,Plan_8552,30,50
108553,Plan_8553,10,20
108554,Plan_8554,20,100
108555,Plan_8555,20,50
108556,Plan_8556,10,50
108557,Plan_8557,50,20
108558,Plan_8558,40,10
108559,Plan_8559,10,20
108560,Plan_8560,40,5
108561,Plan_8561,40,10
108562,Plan_8562,40,20
108563,Plan_8563,50,5
108564,Plan_8564,30,20
108565,Plan_8565,20,100
108566,Plan_8566,20,50
108567,Plan_8567,40,50
108568,Plan_8568,50,100
108569,Plan_8569,50,100
108570,Plan_8570,40,100
108571,Plan_8571,50,100
108572,Plan_8572,40,50
108573,Plan_8573,30,20
108574,Plan_8574,30,20
108575,Plan_8575,50,20
108576,Plan_8576,40,20
108577,Plan_8577,10,10
108578,Plan_8578,30,5
108579,Plan_8579,10,100
108580,Plan_8580,20,100
108581,Plan_8581,20,50
108582,Plan_8582,10,20
108583,Plan_8583,50,50
108584,Plan_8584,20,50
108585,Plan_8585,30,5
108586,Plan_8586,50,10
108587,Plan_8587,30,50
108588,Plan_8588,20,100
108589,Plan_8589,50,5
108590,Plan_8590,10,10
108591,Plan_8591,30,100
108592,Plan_8592,30,20
108593,Plan_8593,40,100
108594,Plan_8594,20,50
108595,Plan_8595,30,50
108596,Plan_8596,10,5
108597,Plan_8597,30,50
108598,Plan_8598,50,50
108599,Plan_8599,20,10
108600,Plan_8600,20,5
108601,Plan_8601,40,5
108602,Plan_8602,40,20
108603,Plan_8603,50,20
108604,Plan_8604,50,5
108605,Plan_8605,30,10
108606,Plan_8606,10,50
108607,Plan_8607,10,10
108608,Plan_8608,20,50
108609,Plan_8609,30,10
108610,Plan_8610,20,5
108611,Plan_8611,20,50
108612,Plan_8612,20,50
108613,Plan_8613,10,100
108614,Plan_8614,40,10
108615,Plan_8615,30,20
108616,Plan_8616,40,20
108617,Plan_8617,40,10
108618,Plan_8618,10,5
108619,Plan_8619,20,5
108620,Plan_8620,20,100
108621,Plan_8621,10,50
108622,Plan_8622,50,10
108623,Plan_8623,50,50
108624,Plan_8624,50,5
108625,Plan_8625,40,50
108626,Plan_8626,10,20
108627,Plan_8627,30,20
108628,Plan_8628,50,100
108629,Plan_8629,30,100
108630,Plan_8630,40,50
108631,Plan_8631,20,20
108632,Plan_8632,40,20
108633,Plan_8633,30,5
108634,Plan_8634,50,5
108635,Plan_8635,20,100
108636,Plan_8636,50,10
108637,Plan_8637,30,10
108638,Plan_8638,10,10
108639,Plan_8639,50,100
108640,Plan_8640,40,50
108641,Plan_8641,50,5
108642,Plan_8642,30,100
108643,Plan_8643,30,50
108644,Plan_8644,50,100
108645,Plan_8645,50,20
108646,Plan_8646,20,100
108647,Plan_8647,50,10
108648,Plan_8648,50,20
108649,Plan_8649,40,5
108650,Plan_8650,30,10
108651,Plan_8651,10,10
108652,Plan_8652,10,10
108653,Plan_8653,20,100
108654,Plan_8654,50,100
108655,Plan_8655,40,5
108656,Plan_8656,20,10
108657,Plan_8657,20,5
108658,Plan_8658,20,50
108659,Plan_8659,40,100
108660,Plan_8660,40,20
108661,Plan_8661,20,50
108662,Plan_8662,40,100
108663,Plan_8663,40,10
108664,Plan_8664,40,100
108665,Plan_8665,30,10
108666,Plan_8666,40,10
108667,Plan_8667,50,50
108668,Plan_8668,40,5
108669,Plan_8669,20,10
108670,Plan_8670,10,100
108671,Plan_8671,40,50
108672,Plan_8672,50,10
108673,Plan_8673,30,50
108674,Plan_8674,10,5
108675,Plan_8675,40,10
108676,Plan_8676,50,10
108677,Plan_8677,20,20
108678,Plan_8678,30,20
108679,Plan_8679,40,10
108680,Plan_8680,30,50
108681,Plan_8681,20,10
108682,Plan_8682,20,50
108683,Plan_8683,40,5
108684,Plan_8684,10,20
108685,Plan_8685,30,10
108686,Plan_8686,30,100
108687,Plan_8687,30,100
108688,Plan_8688,40,10
108689,Plan_8689,10,10
108690,Plan_8690,40,10
108691,Plan_8691,20,10
108692,Plan_8692,50,20
108693,Plan_8693,40,5
108694,Plan_8694,30,10
108695,Plan_8695,30,5
108696,Plan_8696,20,20
108697,Plan_8697,30,20
108698,Plan_8698,30,50
108699,Plan_8699,50,100
108700,Plan_8700,20,100
108701,Plan_8701,40,50
108702,Plan_8702,10,20
108703,Plan_8703,10,5
108704,Plan_8704,40,50
108705,Plan_8705,50,100
108706,Plan_8706,10,20
108707,Plan_8707,50,50
108708,Plan_8708,30,50
108709,Plan_8709,40,10
108710,Plan_8710,50,50
108711,Plan_8711,30,50
108712,Plan_8712,50,5
108713,Plan_8713,30,20
108714,Plan_8714,50,20
108715,Plan_8715,40,50
108716,Plan_8716,20,10
108717,Plan_8717,20,10
108718,Plan_8718,50,5
108719,Plan_8719,20,20
108720,Plan_8720,50,100
108721,Plan_8721,30,20
108722,Plan_8722,50,50
108723,Plan_8723,40,5
108724,Plan_8724,10,50
108725,Plan_8725,20,10
108726,Plan_8726,50,20
108727,Plan_8727,30,100
108728,Plan_8728,50,20
108729,Plan_8729,20,50
108730,Plan_8730,30,5
108731,Plan_8731,40,50
108732,Plan_8732,10,100
108733,Plan_8733,50,20
108734,Plan_8734,20,5
108735,Plan_8735,10,10
108736,Plan_8736,10,10
108737,Plan_8737,20,100
108738,Plan_8738,50,5
108739,Plan_8739,10,10
108740,Plan_8740,50,50
108741,Plan_8741,10,50
108742,Plan_8742,20,100
108743,Plan_8743,20,10
108744,Plan_8744,30,50
108745,Plan_8745,50,100
108746,Plan_8746,10,20
108747,Plan_8747,50,5
108748,Plan_8748,10,100
108749,Plan_8749,10,5
108750,Plan_8750,30,10
108751,Plan_8751,20,50
108752,Plan_8752,30,10
108753,Plan_8753,30,50
